,NAME OF COMPANY,SYMBOL,Sscore,address1,address2,ask,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bookValue,cagr,city,compensationAsOfEpochDate,country,currency,currentPrice,dayHigh,dayLow,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exchange,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,firstTradeDateEpochUtc,floatShares,gmtOffSetMilliseconds,grossMargins,grossProfits,industry,kendall,lastFiscalYearEnd,longBusinessSummary,longName,marketCap,market_cagr,maxAge,mostRecentQuarter,netIncomeToCommon,net_cagr,nextFiscalYearEnd,open,operatingMargins,payoutRatio,pearson,period,phone,previousClose,price,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quoteType,recommendationKey,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returns,revenueGrowth,revenuePerShare,sector,sharesOutstanding,sharp_ratio,shortName,spearman,std,symbol,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,trailingPegRatio,twoHundredDayAverage,underlyingSymbol,uuid,volitility,volume,website,zip
607,Golden Tobacco Limited,GOLDENTOBC.NS,-5236013.363706289,At Darjipura,Post-Amliyara,0.0,4898.0,4049.0,4898.0,0.268788,0.0,-117.191,-0.04773081068999363,Vadodara,1640908800.0,India,INR,49.35,49.9,48.2,,,,73461248.0,0.22490999,11.793,2.652,866353536.0,NSI,44.995,93.9,39.1,INR,1025495100.0,7576210.0,19800000.0,0.66991997,241402000.0,Tobacco,0.12341126335040978,1617148800.0,"Golden Tobacco Limited engages in the manufacturing, purchasing, processing, selling, and marketing tobacco and tobacco related products in India. The company offers cigarettes, slim/super slim cigarettes, cigars, and cigarillos products, as well as packed type cigarettes. It sells its products under the Panama, Chancellor, Golden's Gold Flake, Taj Chhap, Style, Esquire, Flair, June, and Just Black brand names. The company also exports its products to the United States, Europe, Russia, Singapore, Cambodia, Japan, the Middle East, and internationally. Golden Tobacco Limited was founded in 1930 and is based in Vadodara, India.",Golden Tobacco Limited,872478336.0,0.0956230560312481,86400.0,1640908800.0,69128000.0,-0.14335386672124173,1648684800.0,49.8,0.22764999,0.0,0.17904297260315283,12.668493150684931,91 26 5254 0281,49.8,49.349998474121094,2.0,,2.6711435,0.21164,EQUITY,none,49.9,48.2,49.8,49.8,2435.0,-0.04997929640771779,-0.184,18.586,Consumer Defensive,17608800.0,-0.006001310459708984,GOLDEN TOBACCO LTD,0.18380151134363876,0.03304787223257317,GOLDENTOBC.NS,Asia/Kolkata,IST,36548000.0,2.071,23219000.0,326631008.0,0.0,0.0,3.87,12.751938,,53.5855,GOLDENTOBC.NS,59dbb0af-a5a0-3d65-893a-23d9862cd092,8.328063802608439,2435.0,https://www.goldentobacco.in,390022
608,Goldiam International Limited,GOLDIAM.NS,424522596.58773935,Gems & Jewellery Complex,"M.I.D.C., SEEPZ Andheri (East)",0.0,196111.0,305508.0,196111.0,0.9174,0.0,53.809,0.29162538959635587,Mumbai,1672444800.0,India,INR,126.15,127.3,125.05,0.453,-0.189,-0.19,1011425472.0,0.19524,11.465,2.238,11596342272.0,NSI,127.736,179.0,121.05,INR,1125287100.0,30816652.0,19800000.0,0.33793998,1803393000.0,Luxury Goods,0.16959064299227242,1680220800.0,"Goldiam International Limited engages in the manufacture and sale of diamond studded gold and silver jewelry in India. The company operates in two segments, Jewellery Manufacturing Activity and Investment Activity. Its products include engagement rings, wedding bands, anniversary rings, bridal sets, earrings, pendants, and necklaces. The company also exports its products to the United States, Europe, and internationally. Goldiam International Limited was incorporated in 1986 and is based in Mumbai, India.",Goldiam International Limited,13482785792.0,0.0956230560312481,86400.0,1688083200.0,811304000.0,0.19600233356510777,1711843200.0,126.5,0.17965999,0.349,0.2818673831919162,12.668493150684931,91 22 2829 1893,125.95,126.1500015258789,2.0,2.3444035,2.6026096,0.15661,EQUITY,none,127.3,125.05,126.5,125.95,173864.0,0.2615093176749575,-0.112,47.573,Consumer Cyclical,106795000.0,0.031486267240085464,GOLDIAM INTERNATL,0.2501252018252515,0.03295834910141037,GOLDIAM.NS,Asia/Kolkata,IST,2378956032.0,21.864,26816000.0,5180487168.0,0.0,0.0,7.45,16.932886,,137.70676,GOLDIAM.NS,d506bba7-8708-3dd8-9211-001c2502c79a,8.305503973555414,173864.0,https://www.goldiam.com,400096
609,Goldstone Technologies Limited,GOLDTECH.NS,46766518.51315977,"My Home Hub, Block No. I",9th Floor Hitec City Madhapur,0.0,90222.0,93147.0,90222.0,0.194312,0.0,20.295,0.16018241239305353,Hyderabad,1672444800.0,India,INR,89.0,91.0,88.0,15.247,,,17792500.0,0.018070001,180.745,3.267,3215906048.0,NSI,92.98,117.95,36.55,INR,1025495100.0,12393151.0,19800000.0,0.77887,721050000.0,Information Technology Services,0.10605297835516171,1680220800.0,"Goldstone Technologies Limited provides business intelligence (BI), data analytics, and information technology (IT) services consulting services in India and internationally. The company operates in two segments, Information Technology/Software Services and Software License. It offers various product solutions, such as Alteryx, a self-service data analytics platform with advanced data science capabilities; Fivetran, an automated data integration solution that enables data sync from various databases and cloud applications; Neo4j, a graph data technology platform; Snowflake data cloud platform; Kyvos, a cloud BI acceleration platform; Tableau, a analytics platform for data-driven decision making; and Unscrambl, an AI-powered analyst to connect, converse, and collaborate. The company also provides BI and analytics consulting solutions; GTL Akademia; data lifecycle diagnostics; technical support as a services; IT staff augmentation services; and cloud services. The company was incorporated in 1994 and is based in Hyderabad, India.",Goldstone Technologies Limited,3086573312.0,0.0956230560312481,86400.0,1688083200.0,250000.0,0.06455935636180543,1711843200.0,89.05,0.0086199995,0.0,0.13536529556724788,12.668493150684931,91 40 6628 4999,89.05,89.0,2.0,4.3853164,3.1352003,0.00025,EQUITY,none,91.0,88.0,89.05,89.05,23976.0,0.15183321117131052,0.412,28.089,Technology,34582100.0,0.015151598159467195,GOLDSTONE TECHNO,0.15748906717143416,0.03976562316410344,GOLDTECH.NS,Asia/Kolkata,IST,164311008.0,4.578,105356000.0,984489984.0,0.0,0.0,0.01,8900.0,,65.40325,GOLDTECH.NS,fa3cc31c-dec8-31e4-903f-298282e45843,10.020937037354066,23976.0,https://www.goldstonetech.com,500081
610,Goodluck India Limited,GOODLUCK.NS,471482547.9900474,Good Luck House,"II Floor 166-167, Nehru Nagar Ambedkar Road",0.0,189544.0,259998.0,189544.0,0.687542,0.0,229.507,0.266312186145107,Ghaziabad,1672444800.0,India,INR,577.9,586.45,572.4,96.376,0.293,0.356,2357402368.0,0.07555,9.14,0.691,21547255808.0,NSI,494.799,605.0,355.35,INR,1473219900.0,9879191.0,19800000.0,0.26740998,,Steel,0.2223896968078648,1680220800.0,"Goodluck India Limited manufactures and exports a range of galvanized sheets and coils, towers, hollow sections, cold rolled coils, flanges, and pipes and tubes worldwide. The company provides galvanized pipes, including welded tubes and pipes, hot dip galvanized pipes, black pipes, grooved pipes, pre galvanized pipes, and casing and screen pipes; square and rectangular pipes, such as square, rectangular, and round hollow sections; and cold rolled coils and sheets, galvanized coils, galvanized sheets, cold rolled close annealed, and pickling and oiling of HR coils. It also offers cold drawn welded (CDW) tubes comprising CDW/DOM, seamless, precision, bicycle frame, engineering, boiler, heat exchanger, propeller shaft, transformer, fuel and air, furniture, structural, and telescopic front fork tubes, as well as bobbin tubes for textile machines, automotive shock absorbers, and steel tubes for automobiles. In addition, the company provides forgings; and substation structures, support structures for boiler and other equipment, infrastructure project structures, ducting support structures, solar module mounting structures, and fabricated equipment, as well as transmission and telecom towers. It serves clients from public sector, private sector OEMs, and central and state government departments. The company was formerly known as Good Luck Steel Tubes Limited and changed its name to Goodluck India Limited in June 2016. Goodluck India Limited was incorporated in 1986 and is based in Ghaziabad, India.",Goodluck India Limited,15751358464.0,0.12382588092347269,86400.0,1688083200.0,953065024.0,0.1424863052216343,1711843200.0,572.75,0.06482,0.1121,0.35217066492622084,6.986301369863014,91 12 0419 6600,572.75,577.9000244140625,2.0,2.518006,0.50481755,0.030539999,EQUITY,none,586.45,572.4,572.75,572.75,74950.0,0.24069543360526305,0.04,1169.809,Basic Materials,27256200.0,0.029932818116458263,GOODLUCK INDIA LTD,0.32393350549614214,0.03190947827994585,GOODLUCK.NS,Asia/Kolkata,IST,118986000.0,4.366,5975426048.0,31202082816.0,0.0,0.0,35.69,16.192211,,457.10526,GOODLUCK.NS,bb59b102-598e-394c-ba66-ba1cbe5f5275,8.041188526546353,74950.0,https://www.goodluckindia.com,201001
611,Goodyear India Limited,GOODYEAR.NS,2221705120.9683504,ABW Elegance Tower,1st Floor Plot No. 8 Commercial Centre Jasola,0.0,17612.0,42062.0,17612.0,0.680094,0.0,262.636,0.34559264155113145,New Delhi,1703980800.0,India,INR,1358.75,1383.95,1354.5,1.57,0.04,0.04,2065825024.0,0.07303,14.458,1.056,29867796480.0,NSI,1334.185,1451.0,1000.0,INR,1602042300.0,5627997.0,19800000.0,0.25338,7137800000.0,Auto Parts,0.2253443643573801,1680220800.0,"Goodyear India Limited engages in the manufacture and trade of tyres, tubes, and flaps under the Goodyear brand in India and internationally. The company offers automotive tyres, such as farm and commercial truck tyres, as well as passenger car tyres. It supplies tires to original equipment manufacturers. The company was founded in 1898 and is based in New Delhi, India. Goodyear India Limited is a subsidiary of Goodyear Orient Company (Private) Limited.",Goodyear India Limited,31341606912.0,0.18581335431867574,86400.0,1688083200.0,1243800064.0,0.1597792872324557,1711843200.0,1380.0,0.0559,0.3709,0.3033664181184582,2.9013698630136986,91 11 4747 2727,1368.9,1358.75,2.0,5.1735106,1.1080176,0.04397,EQUITY,none,1383.95,1354.5,1380.0,1368.9,19279.0,0.30101130649274627,-0.121,1226.309,Consumer Cyclical,23066500.0,0.07088676490667456,GOODYEAR(INDIA),0.3292708678719708,0.016850667583035394,GOODYEAR.NS,Asia/Kolkata,IST,1579299968.0,68.467,95100000.0,28286199808.0,0.0,0.0,53.96,25.18069,,1168.0525,GOODYEAR.NS,54f5da2a-a7ef-3352-ae65-d46bc402cf42,4.2463682309249196,19279.0,https://www.goodyear.co.in,110025
612,Goyal Aluminiums Limited,GOYALALUM.NS,-96006051.5446132,"2814/6, Chuna Mandi",Ground Floor Paharganj,0.0,36938.0,358371.0,36938.0,0.761679,0.0,1.159,-0.5057620151379421,New Delhi,1672444800.0,India,INR,8.0,8.0,8.0,8.084,0.099,0.002,35425388.0,0.05545,29.582,1.64,1047955968.0,NSI,10.924,47.45,7.2,INR,1667533500.0,18206440.0,19800000.0,0.074310005,,Aluminum,-0.06363935890477923,1680220800.0,"Goyal Aluminiums Limited engages in the trading business in India. The company deals in aluminium extruding profiles, aluminium sheets and coils, aluminium expended profiles, aluminium scraps, cotton fabric trousers, lithium ion cells, pop rivets, rubber profiles, and expended metal products. It also manufactures aluminium panels and its allied products. The company was formerly known as Advitiya Trade India Limited and changed its name to Goyal Aluminiums Limited in October 2021. Goyal Aluminiums Limited was incorporated in 2017 and is based in New Delhi, India.",Goyal Aluminiums Limited,1141863936.0,0.08894187958179622,86400.0,1688083200.0,21698802.0,-0.5947038947197383,1711843200.0,8.0,0.052550003,0.0,-0.09565437362295912,0.8246575342465754,91 11 4953 6409,8.15,8.0,2.0,6.902502,1.7872337,0.03396,EQUITY,none,8.0,8.0,8.0,8.15,53826.0,-0.7144109109816916,-0.115,4.518,Basic Materials,142732992.0,-0.08407836390816112,Goyal Aluminiums Limited,-0.10167870179060064,0.03371811487154607,GOYALALUM.NS,Asia/Kolkata,IST,27786000.0,0.213,14123000.0,638900160.0,0.0,0.0,0.15,53.333332,,20.652525,GOYALALUM.NS,640adfa9-5431-33ea-8057-511730127d02,8.49696494762961,53826.0,https://www.goyalaluminiums.com,110055
613,Godawari Power And Ispat limited,GPIL.NS,789090913.635656,Hira Arcade,First Floor Near New Bus Stand Pandri,0.0,725825.0,977492.0,725825.0,1.232227,0.0,301.022,0.09793067724094917,Raipur,1703980800.0,India,INR,621.55,629.0,611.8,8.024,-0.266,-0.294,9752791040.0,0.18020001,7.085,1.277,69099913216.0,NSI,555.474,629.0,226.5,INR,1145936700.0,32198909.0,19800000.0,0.3971,23564084000.0,Steel,0.233237920183073,1680220800.0,"Godawari Power & Ispat Limited, together with its subsidiaries, manufactures and sells iron and steel products primarily in India. The company offers iron ore pellets, sponge iron, iron and steel billets, MS rounds, steel wires, hard black wires, wire rods, silico manganese, and ferro alloys. It is also involved in the operation of 98 MW of captive power generation capacity, including 42MW waste heat recovery, 11 MW thermal coal based, and 20 MW bio-mass power; and 70 MWP captive solar PV power plant. The company was formerly known as Ispat Godawari Ltd. Godawari Power & Ispat Limited was incorporated in 1999 and is based in Raipur, India.",Godawari Power & Ispat Limited,84496605184.0,0.0956230560312481,86400.0,1688083200.0,6972199936.0,0.0023076212097010718,1711843200.0,623.6,0.15647,0.15609999,0.28388179954232795,12.668493150684931,91 77 1408 2000,619.3,621.5499877929688,2.0,2.064799,1.5611959,0.12882,EQUITY,none,629.0,611.8,623.6,619.3,683907.0,0.09547459744743649,-0.204,421.269,Basic Materials,135944992.0,0.009338729194117679,GODAWARI POWER,0.34029682705143943,0.04056948673775472,GPIL.NS,Asia/Kolkata,IST,8434999808.0,67.616,3166799872.0,54122999808.0,0.0,0.0,55.85,11.128917,,419.8405,GPIL.NS,af891af6-539d-3ba7-b00e-b1ead48490dd,10.22351065791419,683907.0,https://www.godawaripowerispat.com,492004
614,Gujarat Pipavav Port Limited,GPPL.NS,1015479820.7839384,"501-502, Godrej Two",Pirojshanagar Vikhroli East,0.0,2839872.0,1601758.0,2839872.0,0.292146,0.0,47.798,0.09480505448032539,Mumbai,1703980800.0,India,INR,129.95,130.8,128.1,3.438,0.138,0.143,4811612672.0,0.51724,11.449,5.922,55090262016.0,NSI,121.201,134.0,81.1,INR,1284003900.0,270697343.0,19800000.0,0.66206,,Marine Shipping,0.17506839989872222,1680220800.0,"Gujarat Pipavav Port Limited engages in the construction, operation, and maintenance of port at Pipavav in Gujarat, India. The company provides port services, including marine services, berth hire, wharfage, container handling, yard operations, stevedorage, and other activities. Its port handles container cargo, such as cotton, wood pulp, sesame seeds, cattle feeds, agricultural products, ceramic tiles, soda ash, auto parts, spices, capital goods, scrap, water paper, and electronics; bulk and break-bulk cargo comprising coal, cement, clinker, fertilizers, steel, iron ore, agri-products, salt, and soda ash; and liquid cargo, including LPG, POL, chemicals, vegetable oils, bitumen, etc., as well as offers roll-on roll-off, storage, maritime personnel, and towage services. It also offers buffer yard facility; rail-out by bill of lading services; transportation solution for empty containers; customs examination facility; direct port delivery service; inland transportation; late gate-in for export containers; and RMS port delivery services. The company was incorporated in 1992 and is based in Mumbai, India.",Gujarat Pipavav Port Limited,62823026688.0,0.0956230560312481,86400.0,1688083200.0,3216290048.0,-0.000818001550922709,1711843200.0,130.3,0.41946,0.7669,0.29954264591189816,12.668493150684931,,129.9,129.9499969482422,2.0,2.7187328,6.7534065,0.34575,EQUITY,buy,130.8,128.1,130.3,129.9,1345166.0,0.09256123154253255,0.033,19.222,Industrials,483440000.0,0.016164133985889412,GUJARAT PIPAVAV PO,0.2589219518201226,0.022723547991854796,GPPL.NS,Asia/Kolkata,IST,8938059776.0,18.488,794380032.0,9302420480.0,0.0,0.0,6.64,19.570784,,108.861,GPPL.NS,3a062e30-81f7-31f7-870f-262dbbb0cf6f,5.7263340939474086,1345166.0,https://www.apmterminals.com/pipavav,400079
615,GPT Infraprojects Limited,GPTINFRA.NS,45874373.47445409,GPT Centre,"JC-25, Sector-III Salt Lake",0.0,58685.0,114767.0,58685.0,1.25457,0.0,47.639,0.09123964514228522,Kolkata,1703980800.0,India,INR,82.6,82.6,81.05,90.987,0.676,0.673,940495744.0,0.10973,7.777,0.853,7314113024.0,NSI,74.547,83.7,42.55,INR,1468208700.0,8364552.0,19800000.0,0.28533,2356637000.0,Engineering & Construction,0.1849826004673361,1680220800.0,"GPT Infraprojects Limited, together with its subsidiaries, engages in the execution of civil and infrastructure projects in India and internationally. It operates through two segments, Infrastructure and Concrete Sleepers. The company constructs and repairs roads, bridges, flyovers, highways, airports, and irrigation and railway systems, as well as power, urban transit, and industrial and civil aviation infrastructure; and railway sidings, merry-go-round railways, roads, industrial parks, factories, etc. It also manufactures and sells monoblock and pre-stressed concrete sleepers for various track applications, including monoblock sleepers for broad, cape, and dual gauges, as well as line sleepers, bridge deck sleepers, and level crossing and switch expansion joints. The company was incorporated in 1980 and is headquartered in Kolkata, India.",GPT Infraprojects Limited,4805007360.0,0.12814699799401796,86400.0,1688083200.0,367240000.0,-0.036907352851732744,1711843200.0,81.05,0.090179995,0.2769,0.2769587914773591,7.145205479452055,91 33 4050 7000,81.0,82.5999984741211,2.0,1.7338735,0.56059,0.04284,EQUITY,none,82.6,81.05,81.05,81.0,42390.0,0.08902462140525684,0.255,147.41,Industrials,58172000.0,0.009547201499906566,GPT INFRAPROJECTS,0.2704041536624934,0.03700270777433313,GPTINFRA.NS,Asia/Kolkata,IST,65953000.0,1.134,2522050048.0,8571339776.0,0.0,0.0,6.4,12.90625,,58.20125,GPTINFRA.NS,a1c905a3-d7a0-3777-8e59-89b2a8b851f3,9.324682359131948,42390.0,https://www.gptinfra.in,700106
616,Granules India Limited,GRANULES.NS,3139085336.2962418,My Home Hub,2nd Floor 3rd Block Madhapur,0.0,1045728.0,1751973.0,1045728.0,0.11916,0.0,117.124,0.3262076734403574,Hyderabad,1703980800.0,India,INR,302.3,303.5,298.25,40.08,-0.614,-0.625,8386910208.0,0.1873,9.596,1.797,80478707712.0,NSI,305.165,381.0,267.75,INR,1119239100.0,136613772.0,19800000.0,0.47342998,22184090000.0,Drug Manufacturers—Specialty & Generic,0.23045219897859887,1680220800.0,"Granules India Limited manufactures and sells active pharmaceutical ingredients (APIs), pharmaceutical formulation intermediates, and finished dosages (FDs) in India, North America, Europe, Latin America, Africa, the Middle East, and internationally. The company's APIs in various therapeutic categories include anti-retrovirals, anti-hypertensives, anti-histamines, anti-infectives, analgesics, anti-coagulants, anti-fibriotics, and platelet inhibitors. It also offers various FDs, such as tablets, caplets, and press-fit capsules in bulk, blister packs, and bottles; and other products for oncology. The Company also exports its products. Granules India Limited was founded in 1984 and is based in Hyderabad, India.",Granules India Limited,74189856768.0,0.0956230560312481,86400.0,1688083200.0,4369229824.0,0.2305846174091093,1711843200.0,300.1,0.14674,0.042,0.34466173855495763,12.668493150684931,91 40 6904 3500,297.6,302.29998779296875,2.0,2.5810251,1.6568087,0.09757,EQUITY,none,303.5,298.25,300.1,297.6,808836.0,0.28851041782903886,-0.033,183.643,Healthcare,242043008.0,0.04231151633184188,GRANULES INDIA,0.33738875680857905,0.027058415998461934,GRANULES.NS,Asia/Kolkata,IST,2915569920.0,12.046,11362350080.0,44778770432.0,0.0,0.0,17.86,16.92609,,301.22525,GRANULES.NS,befc4bd4-30c6-3d78-b425-c2c124f1489a,6.818720831612407,808836.0,https://www.granulesindia.com,500081
